POSTCODE,POSTCODE_2,LOCAL_AUT_ORG,NHS_ENG_REGION,SUB_ICB,CANCER_REGISTRY,EASTING_1M,NORTHING_1M,LSOA_2011,MSOA_2011,CANCER_ALLIANCE,ICB,OA_2021,LSOA_2021,MSOA_2021,IMD_RANK,IMD_DECILE
WD6  1BX,WD6 1BX,606,Y61,,Y0401,520294,0197086,E01023541,E02004906,E56000023,QM7,E00190273,E01023541,E02004906,23346,8
WD6  1QU,WD6 1QU,606,Y61,,Y0401,520381,0196150,E01023542,E02004906,E56000023,QM7,E00119568,E01023542,E02004906,16213,5
WD6  2AP,WD6 2AP,606,Y61,,Y0401,520998,0195782,E01023543,E02004906,E56000023,QM7,E00169767,E01023543,E02004906,10794,4
WD6  5NL,WD6 5NL,606,Y61,,Y0401,520621,0198074,E01023544,E02004904,E56000023,QM7,E00119586,E01023544,E02004904,21171,7
WD6  1DJ,WD6 1DJ,606,Y61,,Y0401,520620,0197302,E01023545,E02004904,E56000023,QM7,E00119588,E01023545,E02004904,18378,6
WD6  1EU,WD6 1EU,606,Y61,,Y0401,520424,0196842,E01023546,E02004904,E56000023,QM7,E00119592,E01023546,E02004904,15446,5
WD6  1QA,WD6 1QA,606,Y61,,Y0401,520421,0196152,E01023547,E02004904,E56000023,QM7,E00119596,E01023547,E02004904,13533,5
HA7  3HX,HA7 3HX,606,Y61,,Y0401,515209,0193754,E01023548,E02004908,E56000023,QM7,E00119602,E01023548,E02004908,26385,9
WD23 1AH,WD23 1AH,606,Y61,,Y0401,514303,0194396,E01023549,E02004908,E56000023,QM7,E00119612,E01023549,E02004908,24048,8
WD23 1AL,WD23 1AL,606,Y61,,Y0401,514151,0194375,E01023550,E02004908,E56000023,QM7,E00119614,E01023550,E02004908,32725,10
WD23 1NZ,WD23 1NZ,606,Y61,,Y0401,515389,0194623,E01023551,E02004908,E56000023,QM7,E00119611,E01023551,E02004908,31345,10
WD23 2AB,WD23 2AB,606,Y61,,Y0401,512264,0197900,E01023552,E02004903,E56000023,QM7,E00119626,E01023552,E02004903,23729,8
WD23 2AX,WD23 2AX,606,Y61,,Y0401,512415,0196415,E01023553,E02004903,E56000023,QM7,E00169768,E01023553,E02004903,29563,10
WD23 2AF,WD23 2AF,606,Y61,,Y0401,512136,0197363,E01023554,E02004903,E56000023,QM7,E00119622,E01023554,E02004903,16816,6
WD23 2AN,WD23 2AN,606,Y61,,Y0401,512714,0197550,E01023555,E02004903,E56000023,QM7,E00119632,E01023555,E02004903,9585,3
WD23 3EW,WD23 3EW,606,Y61,,Y0401,514625,0195823,E01023556,E02004908,E56000023,QM7,E00119644,E01023556,E02004908,19510,6
WD23 1FS,WD23 1FS,606,Y61,,Y0401,513860,0194842,E01023557,E02004908,E56000023,QM7,E00119647,E01023557,E02004908,25194,8
WD23 1AA,WD23 1AA,606,Y61,,Y0401,513728,0194798,E01023558,E02004907,E56000023,QM7,E00119648,E01023558,E02004907,31019,10
WD19 4BY,WD19 4BY,606,Y61,,Y0401,512304,0195467,E01023559,E02004907,E56000023,QM7,E00119678,E01023559,E02004907,26681,9
WD23 3BG,WD23 3BG,606,Y61,,Y0401,513792,0196022,E01023560,E02004907,E56000023,QM7,E00119657,E01023560,E02004907,12213,4
WD23 1QR,WD23 1QR,606,Y61,,Y0401,513439,0195172,E01023561,E02004907,E56000023,QM7,E00119668,E01023561,E02004907,22753,7
WD23 2GT,WD23 2GT,606,Y61,,Y0401,512822,0196302,E01023562,E02004907,E56000023,QM7,E00190272,E01023562,E02004907,28436,9
WD19 4FT,WD19 4FT,606,Y61,,Y0401,512269,0194677,E01023563,E02004907,E56000023,QM7,E00119661,E01023563,E02004907,29930,10
WD6  3AZ,WD6 3AZ,606,Y61,,Y0401,517196,0195966,E01023564,E02004905,E56000023,QM7,E00119687,E01023564,E02004905,17651,6
WD6  3EG,WD6 3EG,606,Y61,,Y0401,517843,0196010,E01023565,E02004905,E56000023,QM7,E00119690,E01023565,E02004905,29047,9
WD6  3FT,WD6 3FT,606,Y61,,Y0401,518438,0195167,E01023566,E02004905,E56000023,QM7,E00119682,E01023566,E02004905,29471,9
EN6  2DL,EN6 2DL,606,Y61,,Y0401,524270,0201229,E01023567,E02004897,E56000023,QM7,E00119701,E01023567,E02004897,29786,10
EN6  2AP,EN6 2AP,606,Y61,,Y0401,524807,0201077,E01023568,E02004897,E56000023,QM7,E00119705,E01023568,E02004897,29858,10
EN6  2AZ,EN6 2AZ,606,Y61,,Y0401,524172,0201069,E01023569,E02004897,E56000023,QM7,E00119709,E01023569,E02004897,23356,8
EN6  2PD,EN6 2PD,606,Y61,,Y0401,523830,0201740,E01023570,E02004897,E56000023,QM7,E00119697,E01023570,E02004897,17078,6
EN6  4AB,EN6 4AB,606,Y61,,Y0401,527004,0201729,E01023571,E02004898,E56000023,QM7,E00119727,E01023571,E02004898,24610,8
EN6  5AJ,EN6 5AJ,606,Y61,,Y0401,526050,0201005,E01023572,E02004898,E56000023,QM7,E00119730,E01023572,E02004898,21406,7
EN6  2NY,EN6 2NY,606,Y61,,Y0401,525631,0200887,E01023573,E02004898,E56000023,QM7,E00119719,E01023573,E02004898,7755,3
EN6  5BG,EN6 5BG,606,Y61,,Y0401,526739,0201249,E01023574,E02004898,E56000023,QM7,E00119735,E01023574,E02004898,10443,4
EN6  2QD,EN6 2QD,606,Y61,,Y0401,525750,0200496,E01023575,E02004898,E56000023,QM7,E00119715,E01023575,E02004898,15097,5
EN4  0PH,EN4 0PH,606,Y61,,Y0401,525506,0199379,E01023576,E02004896,E56000023,QM7,E00119760,E01023576,E02004896,22314,7
EN6  1AG,EN6 1AG,606,Y61,,Y0401,525091,0201328,E01023577,E02004896,E56000023,QM7,E00119752,E01023577,E02004896,28672,9
EN6  1BP,EN6 1BP,606,Y61,,Y0401,525200,0201612,E01023578,E02004896,E56000023,QM7,E00119750,E01023578,E02004896,31304,10
EN6  1AE,EN6 1AE,606,Y61,,Y0401,525098,0201495,E01023579,E02004896,E56000023,QM7,E00190299,E01023579,E02004896,21449,7
EN6  1DP,EN6 1DP,606,Y61,,Y0401,525964,0201278,E01023580,E02004896,E56000023,QM7,E00119751,E01023580,E02004896,29421,9
WD7  9DN,WD7 9DN,606,Y61,,Y0401,517988,0200798,E01023581,E02004899,E56000023,QM7,E00119769,E01023581,E02004899,31477,10
WD7  9AB,WD7 9AB,606,Y61,,Y0401,518309,0201947,E01023582,E02004899,E56000023,QM7,E00119772,E01023582,E02004899,18178,6
AL2  1BT,AL2 1BT,606,Y61,,Y0401,519677,0203127,E01023583,E02004899,E56000023,QM7,E00119771,E01023583,E02004899,18561,6
AL2  1BB,AL2 1BB,606,Y61,,Y0401,518796,0203977,E01023584,E02004899,E56000023,QM7,E00119767,E01023584,E02004899,10656,4
SG7  5BF,SG7 5BF,606,Y61,,Y0401,523453,0235953,E01023585,E02004913,E56000023,QM7,E00119790,E01023585,E02007088,21726,7
SG7  5DL,SG7 5DL,606,Y61,,Y0401,527430,0239862,E01023586,E02004913,E56000023,QM7,E00119786,E01023586,E02007088,32263,10
SG7  6RT,SG7 6RT,606,Y61,,Y0401,525523,0233945,E01023587,E02004912,E56000023,QM7,E00119795,E01023587,E02004912,31163,10
SG7  5BS,SG7 5BS,606,Y61,,Y0401,524604,0234131,E01023588,E02004912,E56000023,QM7,E00119791,E01023588,E02004912,32084,10
SG7  5AD,SG7 5AD,606,Y61,,Y0401,524456,0233912,E01023589,E02004912,E56000023,QM7,E00119821,E01023589,E02004912,23897,8
SG7  5AA,SG7 5AA,606,Y61,,Y0401,523939,0233660,E01023590,E02004912,E56000023,QM7,E00119799,E01023590,E02004912,24259,8
SG7  6BU,SG7 6BU,606,Y61,,Y0401,525095,0233367,E01023591,E02004912,E56000023,QM7,E00119805,E01023591,E02004912,30428,10
SG7  6BL,SG7 6BL,606,Y61,,Y0401,524639,0233609,E01023592,E02004912,E56000023,QM7,E00119800,E01023592,E02004912,12819,4
SG7  6FH,SG7 6FH,606,Y61,,Y0401,524894,0232881,E01023593,E02004912,E56000023,QM7,E00119808,E01023593,E02004912,18436,6
SG16 6GU,SG16 6GU,606,Y61,,Y0401,516886,0234924,E01023594,E02004922,E56000023,QM7,E00119830,E01023594,E02004922,20128,7
AL6  9BS,AL6 9BS,606,Y61,,Y0401,519578,0217533,E01023595,E02004923,E56000023,QM7,E00119837,E01023595,E02004923,30588,10
SG4  8BQ,SG4 8BQ,606,Y61,,Y0401,521611,0218284,E01023596,E02004923,E56000023,QM7,E00119833,E01023596,E02004923,23006,8
SG1  2JE,SG1 2JE,606,Y61,,Y0401,522064,0226488,E01023600,E02004913,E56000023,QM7,E00119858,E01023600,E02007089,17411,6
SG4  9FH,SG4 9FH,606,Y61,,Y0401,519241,0229669,E01023601,E02004918,E56000023,QM7,E00119865,E01023601,E02004918,19239,6
SG5  1JX,SG5 1JX,606,Y61,,Y0401,518693,0229872,E01023602,E02004918,E56000023,QM7,E00119883,E01023602,E02004918,21982,7
SG5  1NS,SG5 1NS,606,Y61,,Y0401,518233,0229762,E01023603,E02004918,E56000023,QM7,E00119881,E01023603,E02004918,31837,10
SG5  1AG,SG5 1AG,606,Y61,,Y0401,518310,0230934,E01023604,E02004918,E56000023,QM7,E00119866,E01023604,E02004918,29222,9
SG4  0AA,SG4 0AA,606,Y61,,Y0401,519168,0230512,E01023605,E02004918,E56000023,QM7,E00119870,E01023605,E02004918,21771,7
SG4  9AB,SG4 9AB,606,Y61,,Y0401,518683,0228926,E01023606,E02004921,E56000023,QM7,E00119906,E01023606,E02004921,17822,6
SG4  0EL,SG4 0EL,606,Y61,,Y0401,520147,0229069,E01023607,E02004921,E56000023,QM7,E00119886,E01023607,E02004921,32544,10
SG4  9DX,SG4 9DX,606,Y61,,Y0401,519176,0228288,E01023608,E02004921,E56000023,QM7,E00119894,E01023608,E02004921,32824,10
SG4  9AA,SG4 9AA,606,Y61,,Y0401,518741,0229122,E01023609,E02004921,E56000023,QM7,E00119900,E01023609,E02004921,31471,10
SG4  0EB,SG4 0EB,606,Y61,,Y0401,519938,0229280,E01023610,E02004921,E56000023,QM7,E00119897,E01023610,E02004921,32651,10
SG5  2SD,SG5 2SD,606,Y61,,Y0401,517616,0230252,E01023611,E02004920,E56000023,QM7,E00119922,E01023611,E02004920,14410,5
SG5  2JJ,SG5 2JJ,606,Y61,,Y0401,517834,0229842,E01023612,E02004920,E56000023,QM7,E00119912,E01023612,E02004920,27388,9
SG5  2EQ,SG5 2EQ,606,Y61,,Y0401,517414,0230251,E01023613,E02004920,E56000023,QM7,E00119925,E01023613,E02004920,7057,3
SG4  7NE,SG4 7NE,606,Y61,,Y0401,519037,0227818,E01023614,E02004920,E56000023,QM7,E00119942,E01023614,E02004920,32301,10
SG4  9AL,SG4 9AL,606,Y61,,Y0401,518558,0228435,E01023615,E02004920,E56000023,QM7,E00119938,E01023615,E02004920,29245,9
SG4  9TH,SG4 9TH,606,Y61,,Y0401,518673,0229219,E01023616,E02004920,E56000023,QM7,E00169665,E01023616,E02004920,27942,9
SG4  0JR,SG4 0JR,606,Y61,,Y0401,520212,0230418,E01023617,E02004919,E56000023,QM7,E00119956,E01023617,E02004919,30617,10
SG4  0BA,SG4 0BA,606,Y61,,Y0401,519421,0230550,E01023618,E02004919,E56000023,QM7,E00119952,E01023618,E02004919,21770,7
SG4  0AS,SG4 0AS,606,Y61,,Y0401,519847,0230146,E01023619,E02004919,E56000023,QM7,E00119955,E01023619,E02004919,27693,9
SG4  0NE,SG4 0NE,606,Y61,,Y0401,520179,0229848,E01023620,E02004919,E56000023,QM7,E00119964,E01023620,E02004919,13206,5
SG4  0DL,SG4 0DL,606,Y61,,Y0401,520078,0229261,E01023621,E02004919,E56000023,QM7,E00119948,E01023621,E02004919,17234,6
SG4  7BF,SG4 7BF,606,Y61,,Y0401,519876,0228195,E01023622,E02004922,E56000023,QM7,E00119970,E01023622,E02004922,18825,6
LU2  8PL,LU2 8PL,606,Y61,,Y0401,515443,0220844,E01023623,E02004922,E56000023,QM7,E00119975,E01023623,E02004922,20915,7
LU2  8BY,LU2 8BY,606,Y61,,Y0401,512294,0223235,E01023624,E02004922,E56000023,QM7,E00119982,E01023624,E02004922,17498,6
LU2  8NX,LU2 8NX,606,Y61,,Y0401,513316,0222444,E01023625,E02004922,E56000023,QM7,E00119979,E01023625,E02004922,25578,8
AL4  8HE,AL4 8HE,606,Y61,,Y0401,516967,0216610,E01023626,E02004923,E56000023,QM7,E00119985,E01023626,E02004923,29770,10
AL6  0PG,AL6 0PG,606,Y61,,Y0401,524072,0217659,E01023627,E02004923,E56000023,QM7,E00119992,E01023627,E02004923,25694,8
SG3  6AA,SG3 6AA,606,Y61,,Y0401,525393,0219973,E01023628,E02004923,E56000023,QM7,E00119999,E01023628,E02004923,30786,10
SG2  8DU,SG2 8DU,606,Y61,,Y0401,524488,0221870,E01023629,E02004923,E56000023,QM7,E00119993,E01023629,E02004923,26306,9
SG6  1BE,SG6 1BE,606,Y61,,Y0401,523003,0232897,E01023630,E02004914,E56000023,QM7,E00189431,E01023630,E02004914,16519,6
SG6  1FP,SG6 1FP,606,Y61,,Y0401,522579,0232884,E01023631,E02004914,E56000023,QM7,E00120027,E01023631,E02004914,11734,4
SG6  1AD,SG6 1AD,606,Y61,,Y0401,522691,0233903,E01023632,E02004914,E56000023,QM7,E00120015,E01023632,E02004914,20281,7
SG6  1AA,SG6 1AA,606,Y61,,Y0401,522364,0233707,E01023633,E02004914,E56000023,QM7,E00120018,E01023633,E02004914,17940,6
SG6  1BH,SG6 1BH,606,Y61,,Y0401,522056,0233086,E01023634,E02004914,E56000023,QM7,E00120024,E01023634,E02004914,26901,9
SG6  4JN,SG6 4JN,606,Y61,,Y0401,520913,0233493,E01023635,E02004911,E56000023,QM7,E00120051,E01023635,E02004911,15966,5
SG6  1AB,SG6 1AB,606,Y61,,Y0401,522353,0233752,E01023636,E02004911,E56000023,QM7,E00120046,E01023636,E02004911,24275,8
SG6  4EN,SG6 4EN,606,Y61,,Y0401,521342,0234253,E01023637,E02004911,E56000023,QM7,E00120041,E01023637,E02004911,8486,3
SG6  4FA,SG6 4FA,606,Y61,,Y0401,521103,0233561,E01023638,E02004911,E56000023,QM7,E00120050,E01023638,E02004911,15607,5
SG6  2AB,SG6 2AB,606,Y61,,Y0401,522147,0230718,E01023639,E02004917,E56000023,QM7,E00120072,E01023639,E02004917,26890,9
SG6  2DD,SG6 2DD,606,Y61,,Y0401,523105,0231812,E01023640,E02004917,E56000023,QM7,E00120063,E01023640,E02004917,6443,2
SG6  2ER,SG6 2ER,606,Y61,,Y0401,523371,0232542,E01023641,E02004917,E56000023,QM7,E00120056,E01023641,E02004917,5132,2
SG6  2AZ,SG6 2AZ,606,Y61,,Y0401,522828,0231552,E01023642,E02004917,E56000023,QM7,E00120069,E01023642,E02004917,31659,10
SG6  2EJ,SG6 2EJ,606,Y61,,Y0401,522870,0232328,E01023643,E02004917,E56000023,QM7,E00120075,E01023643,E02004917,14004,5
SG6  1FU,SG6 1FU,606,Y61,,Y0401,522049,0232798,E01023644,E02004916,E56000023,QM7,E00189416,E01023644,E02004916,27866,9
SG6  3AA,SG6 3AA,606,Y61,,Y0401,521704,0232638,E01023645,E02004916,E56000023,QM7,E00120079,E01023645,E02004916,17344,6
SG6  3PY,SG6 3PY,606,Y61,,Y0401,520961,0231648,E01023646,E02004916,E56000023,QM7,E00120093,E01023646,E02004916,10044,4
SG6  2BH,SG6 2BH,606,Y61,,Y0401,522524,0231943,E01023647,E02004916,E56000023,QM7,E00120091,E01023647,E02004916,32191,10
SG4  0LX,SG4 0LX,606,Y61,,Y0401,520959,0230373,E01023648,E02004916,E56000023,QM7,E00120098,E01023648,E02004916,31150,10
SG6  4AA,SG6 4AA,606,Y61,,Y0401,521479,0232928,E01023649,E02004915,E56000023,QM7,E00120106,E01023649,E02004915,26004,8
SG6  4AL,SG6 4AL,606,Y61,,Y0401,520471,0232327,E01023650,E02004915,E56000023,QM7,E00120109,E01023650,E02004915,7271,3
SG6  4BE,SG6 4BE,606,Y61,,Y0401,520404,0232731,E01023651,E02004915,E56000023,QM7,E00120107,E01023651,E02004915,19508,6
SG6  4BL,SG6 4BL,606,Y61,,Y0401,520690,0233080,E01023652,E02004915,E56000023,QM7,E00120117,E01023652,E02004915,9881,4
SG5  2EP,SG5 2EP,606,Y61,,Y0401,516311,0228854,E01023653,E02004922,E56000023,QM7,E00120118,E01023653,E02004922,27634,9
SG2  7PU,SG2 7PU,606,Y61,,Y0401,529047,0227329,E01023663,E02004913,E56000023,QM7,E00120176,E01023663,E02007088,19325,6
AL4  0DH,AL4 0DH,606,Y61,,Y0401,517246,0207340,E01023664,E02004936,E56000023,QM7,E00120182,E01023664,E02004936,30060,10
AL1  4UN,AL1 4UN,606,Y61,,Y0401,516835,0207285,E01023665,E02004936,E56000023,QM7,E00120183,E01023665,E02004936,29291,9
AL1  5EA,AL1 5EA,606,Y61,,Y0401,516313,0206894,E01023666,E02004934,E56000023,QM7,E00189393,E01023666,E02004934,22583,7
AL1  1WZ,AL1 1WZ,606,Y61,,Y0401,517321,0206803,E01023667,E02004936,E56000023,QM7,E00120196,E01023667,E02004936,30628,10
AL4  0BX,AL4 0BX,606,Y61,,Y0401,517094,0208139,E01023668,E02004936,E56000023,QM7,E00120181,E01023668,E02004936,32371,10
AL3  5JG,AL3 5JG,606,Y61,,Y0401,513997,0207759,E01023669,E02004932,E56000023,QM7,E00120210,E01023669,E02004932,9268,3
AL3  5FD,AL3 5FD,606,Y61,,Y0401,514705,0208393,E01023670,E02004932,E56000023,QM7,E00120202,E01023670,E02004932,28426,9
AL3  6AS,AL3 6AS,606,Y61,,Y0401,514627,0209472,E01023671,E02004932,E56000023,QM7,E00120216,E01023671,E02004932,18292,6
AL3  5FE,AL3 5FE,606,Y61,,Y0401,514243,0208395,E01023672,E02004932,E56000023,QM7,E00120206,E01023672,E02004932,24416,8
AL1  4BS,AL1 4BS,606,Y61,,Y0401,516644,0208045,E01023673,E02004933,E56000023,QM7,E00120240,E01023673,E02004933,32064,10
AL1  4FH,AL1 4FH,606,Y61,,Y0401,516304,0207302,E01023674,E02004934,E56000023,QM7,E00120234,E01023674,E02004934,28912,9
AL1  3NZ,AL1 3NZ,606,Y61,,Y0401,515622,0207902,E01023675,E02004934,E56000023,QM7,E00120224,E01023675,E02004934,31313,10
AL1  3AN,AL1 3AN,606,Y61,,Y0401,515358,0207441,E01023676,E02004934,E56000023,QM7,E00189421,E01023676,E02004934,28829,9
AL4  0AG,AL4 0AG,606,Y61,,Y0401,517800,0206801,E01023677,E02004938,E56000023,QM7,E00120256,E01023677,E02007090,14487,5
AL1  5AF,AL1 5AF,606,Y61,,Y0401,517158,0206518,E01023678,E02004938,E56000023,QM7,E00120259,E01023678,E02007090,25970,8
AL4  0FS,AL4 0FS,606,Y61,,Y0401,520962,0205742,E01023679,E02004938,E56000023,QM7,E00120249,E01035581,E02007090,19758,7
AL4  0FH,AL4 0FH,606,Y61,,Y0401,520188,0206844,E01023680,E02004938,E56000023,QM7,E00120258,E01023680,E02007090,25404,8
AL1  5AE,AL1 5AE,606,Y61,,Y0401,516977,0206294,E01023681,E02004939,E56000023,QM7,E00120266,E01023681,E02004939,13880,5
AL1  1AT,AL1 1AT,606,Y61,,Y0401,516131,0206148,E01023682,E02004939,E56000023,QM7,E00120267,E01023682,E02004939,20975,7
AL1  1HU,AL1 1HU,606,Y61,,Y0401,516560,0205635,E01023683,E02004939,E56000023,QM7,E00120260,E01023683,E02004939,17955,6
AL1  1AR,AL1 1AR,606,Y61,,Y0401,516270,0205897,E01023684,E02004939,E56000023,QM7,E00120276,E01023684,E02004939,28935,9
AL5  4FE,AL5 4FE,606,Y61,,Y0401,514475,0215131,E01023685,E02004925,E56000023,QM7,E00120286,E01023685,E02004925,30948,10
AL5  1AU,AL5 1AU,606,Y61,,Y0401,514828,0213939,E01023686,E02004925,E56000023,QM7,E00120294,E01023686,E02004925,32803,10
AL5  5AR,AL5 5AR,606,Y61,,Y0401,514619,0215326,E01023687,E02004925,E56000023,QM7,E00120299,E01023687,E02004925,16001,5
AL5  4FN,AL5 4FN,606,Y61,,Y0401,514375,0214988,E01023688,E02004925,E56000023,QM7,E00120284,E01023688,E02004925,26370,9
AL5  4EY,AL5 4EY,606,Y61,,Y0401,513508,0215032,E01023689,E02004925,E56000023,QM7,E00120282,E01023689,E02004925,32427,10
AL5  3AB,AL5 3AB,606,Y61,,Y0401,512373,0214814,E01023690,E02004924,E56000023,QM7,E00120312,E01023690,E02004924,32556,10
AL5  3AF,AL5 3AF,606,Y61,,Y0401,512212,0215109,E01023691,E02004924,E56000023,QM7,E00120311,E01023691,E02004924,32529,10
AL5  4BS,AL5 4BS,606,Y61,,Y0401,512873,0215299,E01023692,E02004924,E56000023,QM7,E00120305,E01023692,E02004924,24546,8
AL5  4DN,AL5 4DN,606,Y61,,Y0401,513938,0215671,E01023693,E02004924,E56000023,QM7,E00120321,E01023693,E02004924,31768,10
AL5  3DR,AL5 3DR,606,Y61,,Y0401,511314,0215947,E01023694,E02004924,E56000023,QM7,E00120316,E01023694,E02004924,32822,10
AL5  1ET,AL5 1ET,606,Y61,,Y0401,514728,0213282,E01023695,E02004928,E56000023,QM7,E00120330,E01023695,E02004928,32597,10
AL3  6JN,AL3 6JN,606,Y61,,Y0401,514063,0211708,E01023696,E02004928,E56000023,QM7,E00120342,E01023696,E02004928,30852,10
AL5  1AS,AL5 1AS,606,Y61,,Y0401,514272,0213046,E01023697,E02004928,E56000023,QM7,E00120337,E01023697,E02004928,30369,10
AL5  1BX,AL5 1BX,606,Y61,,Y0401,514389,0212446,E01023698,E02004928,E56000023,QM7,E00120343,E01023698,E02004928,31986,10
AL5  2EN,AL5 2EN,606,Y61,,Y0401,512938,0214836,E01023699,E02004926,E56000023,QM7,E00120368,E01023699,E02004926,32632,10
AL5  2DA,AL5 2DA,606,Y61,,Y0401,512447,0213963,E01023700,E02004926,E56000023,QM7,E00120355,E01023700,E02004926,32477,10
AL5  1DT,AL5 1DT,606,Y61,,Y0401,513722,0213509,E01023701,E02004926,E56000023,QM7,E00120346,E01023701,E02004926,29552,9
AL5  4XA,AL5 4XA,606,Y61,,Y0401,513850,0214430,E01023702,E02004926,E56000023,QM7,E00120351,E01023702,E02004926,32710,10
AL5  1DW,AL5 1DW,606,Y61,,Y0401,514139,0213296,E01023703,E02004926,E56000023,QM7,E00120345,E01023703,E02004926,32505,10
AL2  1AB,AL2 1AB,606,Y61,,Y0401,518714,0203402,E01023704,E02004941,E56000023,QM7,E00120382,E01023704,E02004941,22327,7
AL2  1DW,AL2 1DW,606,Y61,,Y0401,516974,0204637,E01023705,E02004941,E56000023,QM7,E00120384,E01023705,E02004941,14738,5
AL2  1ET,AL2 1ET,606,Y61,,Y0401,517513,0204377,E01023706,E02004941,E56000023,QM7,E00120389,E01023706,E02004941,27603,9
AL2  1AE,AL2 1AE,606,Y61,,Y0401,517747,0202682,E01023708,E02004941,E56000023,QM7,E00120376,E01023708,E02004941,19205,6
AL4  9AL,AL4 9AL,606,Y61,,Y0401,516449,0209029,E01023709,E02004931,E56000023,QM7,E00120401,E01023709,E02004931,24396,8
AL4  9NS,AL4 9NS,606,Y61,,Y0401,516580,0209281,E01023710,E02004931,E56000023,QM7,E00120400,E01023710,E02004931,32755,10
AL4  9FJ,AL4 9FJ,606,Y61,,Y0401,517078,0209383,E01023711,E02004931,E56000023,QM7,E00120398,E01023711,E02004931,30830,10
AL4  0BB,AL4 0BB,606,Y61,,Y0401,517621,0207971,E01023712,E02004931,E56000023,QM7,E00189350,E01023712,E02004931,26281,9
AL3  5AH,AL3 5AH,606,Y61,,Y0401,514988,0208741,E01023713,E02004930,E56000023,QM7,E00120423,E01023713,E02004930,28886,9
AL1  4BE,AL1 4BE,606,Y61,,Y0401,516554,0208172,E01023714,E02004933,E56000023,QM7,E00120431,E01023714,E02004933,32374,10
AL1  4AH,AL1 4AH,606,Y61,,Y0401,515758,0208735,E01023715,E02004933,E56000023,QM7,E00120427,E01023715,E02004933,32105,10
AL1  3DQ,AL1 3DQ,606,Y61,,Y0401,515148,0207901,E01023716,E02004933,E56000023,QM7,E00120417,E01023716,E02004933,32598,10
AL2  2AG,AL2 2AG,606,Y61,,Y0401,513717,0202465,E01023717,E02004943,E56000023,QM7,E00120451,E01023717,E02004943,28601,9
AL2  2DW,AL2 2DW,606,Y61,,Y0401,513805,0204235,E01023718,E02004942,E56000023,QM7,E00120455,E01023718,E02004942,27498,9
AL2  2AD,AL2 2AD,606,Y61,,Y0401,514062,0203795,E01023719,E02004942,E56000023,QM7,E00120438,E01023719,E02004942,20555,7
AL2  2DB,AL2 2DB,606,Y61,,Y0401,515730,0202640,E01023720,E02004942,E56000023,QM7,E00189391,E01023720,E02004942,15513,5
AL2  2AE,AL2 2AE,606,Y61,,Y0401,513810,0202865,E01023721,E02004942,E56000023,QM7,E00120445,E01023721,E02004942,29941,10
AL2  3LD,AL2 3LD,606,Y61,,Y0401,513298,0205176,E01023722,E02004929,E56000023,QM7,E00120475,E01023722,E02004929,14574,5
AL3  7BY,AL3 7BY,606,Y61,,Y0401,510383,0212259,E01023723,E02004929,E56000023,QM7,E00120468,E01023723,E02004929,17275,6
AL3  7BD,AL3 7BD,606,Y61,,Y0401,510642,0212513,E01023724,E02004929,E56000023,QM7,E00120466,E01023724,E02004929,32309,10
AL3  7BE,AL3 7BE,606,Y61,,Y0401,510567,0212657,E01023725,E02004929,E56000023,QM7,E00120460,E01023725,E02004929,28225,9
AL1  1AS,AL1 1AS,606,Y61,,Y0401,515005,0206908,E01023726,E02004935,E56000023,QM7,E00120492,E01023726,E02004935,29172,9
AL1  1DT,AL1 1DT,606,Y61,,Y0401,514683,0207009,E01023727,E02004935,E56000023,QM7,E00120481,E01023727,E02004935,15120,5
AL1  3EL,AL1 3EL,606,Y61,,Y0401,515099,0207905,E01023728,E02004935,E56000023,QM7,E00120501,E01023728,E02004935,29815,10
AL1  1NU,AL1 1NU,606,Y61,,Y0401,515405,0206630,E01023729,E02004935,E56000023,QM7,E00189404,E01035567,E02004935,27026,9
AL2  3AA,AL2 3AA,606,Y61,,Y0401,513481,0205042,E01023730,E02004943,E56000023,QM7,E00120521,E01023730,E02004943,32734,10
AL2  2AB,AL2 2AB,606,Y61,,Y0401,513320,0203802,E01023731,E02004943,E56000023,QM7,E00120511,E01023731,E02004943,27377,9
AL2  2DU,AL2 2DU,606,Y61,,Y0401,513117,0203614,E01023732,E02004943,E56000023,QM7,E00120512,E01023732,E02004943,24029,8
AL2  3DX,AL2 3DX,606,Y61,,Y0401,512604,0201927,E01023733,E02004943,E56000023,QM7,E00120519,E01023733,E02004943,31739,10
AL4  9AH,AL4 9AH,606,Y61,,Y0401,517643,0209330,E01023734,E02004930,E56000023,QM7,E00120527,E01023734,E02004930,32585,10
AL4  9AJ,AL4 9AJ,606,Y61,,Y0401,517791,0209119,E01023735,E02004930,E56000023,QM7,E00120533,E01023735,E02004930,30837,10
AL3  6JB,AL3 6JB,606,Y61,,Y0401,516314,0210564,E01023736,E02004930,E56000023,QM7,E00120526,E01023736,E02004930,22903,7
AL1  2DF,AL1 2DF,606,Y61,,Y0401,514735,0206045,E01023737,E02004940,E56000023,QM7,E00120540,E01023737,E02004940,12653,4
AL1  2AP,AL1 2AP,606,Y61,,Y0401,514937,0205775,E01023738,E02004940,E56000023,QM7,E00120550,E01023738,E02004940,9980,4
AL1  2LD,AL1 2LD,606,Y61,,Y0401,514823,0205576,E01023739,E02004940,E56000023,QM7,E00120556,E01023739,E02004940,20533,7
